Election,County,Subpart,JurisdictionID,JurisContainerID,JurisName,EISCandidateID,CandidateName,EISContestID,ContestName,PrecinctName,Registration,EISPartyID,PartyName,VoteCount
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 15,837,0,,171
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 16,669,0,,293
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 17,692,0,,153
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 18,653,0,,148
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 19,710,0,,204
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 20,596,0,,126
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 21,578,0,,123
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 22,605,0,,141
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 23,578,0,,111
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 24,567,0,,127
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 25,502,0,,122
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 26,722,0,,156
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 27,630,0,,114
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 28,587,0,,111
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 29,647,0,,303
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 30,706,0,,176
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 31,661,0,,304
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 32,647,0,,241
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 33,638,0,,256
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 34,665,0,,258
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 35,607,0,,235
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 36,650,0,,318
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 37,621,0,,302
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 38,680,0,,283
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 39,679,0,,198
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 40,631,0,,217
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 41,658,0,,248
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 42,708,0,,212
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 43,656,0,,218
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 44,703,0,,214
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 45,699,0,,257
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 46,520,0,,158
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 47,574,0,,184
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 06 Precinct 48,709,0,,238
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 01,679,0,,211
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 02,801,0,,198
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 03,621,0,,284
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 04,633,0,,251
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 05,619,0,,203
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 06,732,0,,294
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 07,796,0,,200
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 08,608,0,,197
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 09,994,0,,420
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 10,675,0,,253
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 11,787,0,,195
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 12,729,0,,204
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 13,448,0,,174
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 14,799,0,,238
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 15,645,0,,238
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 16,704,0,,179
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 17,639,0,,175
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 18,719,0,,200
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 19,656,0,,239
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 20,652,0,,156
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 21,668,0,,183
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 22,705,0,,191
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 23,581,0,,274
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 24,632,0,,190
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 25,761,0,,149
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 26,533,0,,196
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 27,616,0,,201
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 28,589,0,,149
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 29,624,0,,183
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 30,675,0,,158
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 31,537,0,,125
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 32,747,0,,390
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 33,740,0,,369
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 34,763,0,,292
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 35,765,0,,234
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 36,732,0,,298
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 37,653,0,,252
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 38,665,0,,196
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 39,612,0,,219
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 40,610,0,,201
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 41,708,0,,208
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 42,656,0,,220
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 43,683,0,,222
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 44,681,0,,167
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 45,800,0,,181
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 07 Precinct 46,266,0,,145
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 01,634,0,,205
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 02,776,0,,211
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 03,646,0,,324
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 04,632,0,,306
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 05,652,0,,312
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 06,703,0,,259
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 07,728,0,,315
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 08,602,0,,289
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 09,448,0,,184
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 10,713,0,,377
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 11,591,0,,230
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 12,592,0,,210
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 13,820,0,,259
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 14,645,0,,145
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 15,680,0,,221
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 16,275,0,,66
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 17,523,0,,237
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 18,872,0,,188
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 19,700,0,,312
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 20,710,0,,298
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 21,913,0,,313
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 22,635,0,,234
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 23,689,0,,204
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 24,359,0,,181
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 25,711,0,,227
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 26,726,0,,229
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 27,672,0,,294
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 28,715,0,,269
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 29,778,0,,310
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 30,716,0,,258
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 31,567,0,,203
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 32,550,0,,195
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 33,668,0,,260
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 34,633,0,,248
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 35,654,0,,279
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 36,722,0,,276
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 37,481,0,,239
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 38,517,0,,157
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 39,652,0,,248
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 40,529,0,,203
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 41,725,0,,253
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 42,818,0,,298
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 43,382,0,,124
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 44,461,0,,156
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 45,749,0,,200
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 46,554,0,,177
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 47,588,0,,205
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 48,660,0,,218
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 49,652,0,,234
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 50,665,0,,279
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 51,638,0,,289
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 52,793,0,,354
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 53,384,0,,144
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 54,650,0,,162
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 55,496,0,,227
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 08 Precinct 56,682,0,,285
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 01,701,0,,238
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 02,624,0,,208
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 03,771,0,,149
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 04,553,0,,163
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 05,651,0,,242
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 06,664,0,,212
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 07,650,0,,171
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 08,843,0,,205
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 09,694,0,,274
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 10,616,0,,175
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 11,604,0,,176
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 12,706,0,,289
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 13,691,0,,285
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 14,739,0,,302
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 15,1149,0,,135
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 16,629,0,,208
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 17,620,0,,155
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 18,595,0,,157
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 19,653,0,,205
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 20,694,0,,259
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 21,683,0,,201
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 22,682,0,,261
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 23,706,0,,296
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 24,626,0,,242
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 25,657,0,,229
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 26,964,0,,166
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 27,635,0,,206
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 28,663,0,,130
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 29,732,0,,198
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 30,623,0,,174
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 31,715,0,,169
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 32,699,0,,241
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 33,701,0,,158
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 34,700,0,,171
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 35,607,0,,240
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 36,656,0,,197
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 37,851,0,,346
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 38,689,0,,211
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 39,724,0,,245
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 40,740,0,,284
2018 Primary,Cook,Chicago Only,105,0,CITY OF CHICAGO,0,,0,,Ward 09 Precinct 41,560,0,,172
